
### SETTING ##########################################

row_id,USERID,TIMESTAMP,gender,currentRoutine,DOB,name,length,mass,dbversion,vibration,alarm,timer,sets,targetrep,age,zonedifference,location,use_location,screenon,auto_lock,lastlogs,preloadreps,exp_level,fit_goal,audio_reminder,audio_exercise_tips,audio_personal_tips
768503,541724,"2026-03-16 17:26:15",M,3,1989-01-01,," cm"," kg",,,,90,3,8,23,1,,1,1,1,0,0,2,4,0,0,0


######################################################

### PROFILE ##########################################

row_id,USERID,TIMESTAMP,_id,mydate,weight,fatpercent,chest,arms,waist,calves,height,hips,thighs,shoulders,neck,forearms,logTime
1082250,541724,"2022-12-04 15:20:58",1,"home dumbbells",1,0,12,,0," ",0,,0

row_id,USERID,TIMESTAMP,package,_id,name,day,dayIndex,interval_mode,rest_day,week,sort_order,day_completed_timestamp
4717083,541724,"2025-10-28 20:06:48",1,15,"Back & biceps ",8,2,0,0,0,0,"2017-03-31 15:59:02"

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit,rest_time_enabled,interval_time_enabled,is_tier_primary
185272068,541724,"2025-10-28 20:06:48",1,0,256,312,15,"Indoor Cycling",1,80,"0x0,0x11.5,0x0,0x0,0x1800",10,1,0,0,1485799951,0,sec,1,1,

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit,rest_time_enabled,interval_time_enabled,is_tier_primary
167739404,541724,"2025-10-28 20:06:48",1,0,67,93,15,"Barbell Deadlift",3,120,95x6,1,2,6,0,1490975942,0,sec,1,1,

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit,rest_time_enabled,interval_time_enabled,is_tier_primary
167739405,541724,"2025-10-28 20:06:48",1,0,68,3,15,"Barbell Bent Over Row",3,60,"20x16,30x12,35x8",1,3,6,0,1485192345,0,sec,1,1,

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit,rest_time_enabled,interval_time_enabled,is_tier_primary
167739406,541724,"2025-10-28 20:06:48",1,0,69,86,15,"Wide Grip Lat Pulldown",3,60,40x8,1,4,8,0,1485192951,0,sec,1,1,

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit,rest_time_enabled,interval_time_enabled,is_tier_primary
167739407,541724,"2020-08-17 23:09:54",1,0,70,112,15,"Barbell Curl",3,60,"5.0x10,2.5x10,2.5x9",2,5,8,0,1380213913,0,sec,1,1,

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit,rest_time_enabled,interval_time_enabled,is_tier_primary
167739408,541724,"2020-08-17 23:09:54",1,0,71,106,15,"Dumbbell Incline Curl",3,60,"7.0x10,7.0x8,7.0x7",2,6,8,0,1380214233,0,sec,1,1,

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit,rest_time_enabled,interval_time_enabled,is_tier_primary
167739409,541724,"2020-08-17 23:09:54",1,0,72,114,15,"Dumbbell Alternate Hammer Curl",3,60,"7.0x8,10.0x10,10.0x11",2,7,8,0,1380214342,0,sec,1,1,

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit,rest_time_enabled,interval_time_enabled,is_tier_primary
52590382,541724,"2020-08-17 23:09:54",1,0,92,86,15,"Wide Grip Lat Pulldown",3,30,"110.0x6,90.0x14,100.0x10",1,8,15,0,1378481861,0,sec,1,1,

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit,rest_time_enabled,interval_time_enabled,is_tier_primary
112859544,541724,"2020-08-17 23:09:54",1,0,198,1247,15,"Close Grip Chin Up",3,30,"0.0x4,0.0x3,0.0x4",1,9,6,0,1380211850,0,sec,1,1,

